pensar,1,verb,main,indicative,imperfect,2,singular,n/a
poder,8,verb,main,indicative,imperfect,2,singular,n/a
querer,6,verb,main,indicative,imperfect,2,singular,n/a
reconocer,1,verb,main,indicative,imperfect,2,singular,n/a
saber,2,verb,main,indicative,imperfect,2,singular,n/a
sacar,1,verb,main,indicative,imperfect,2,singular,n/a
salir,1,verb,main,indicative,imperfect,2,singular,n/a
subcontratar,1,verb,main,indicative,imperfect,2,singular,n/a
tener,15,verb,main,indicative,imperfect,2,singular,n/a
traducir,1,verb,main,indicative,imperfect,2,singular,n/a
ver,1,verb,main,indicative,imperfect,2,singular,n/a
volver,1,verb,main,indicative,imperfect,2,singular,n/a
abrir,2,verb,main,indicative,imperfect,3,plural,n/a
acercar,1,verb,main,indicative,imperfect,3,plural,n/a
atender,2,verb,main,indicative,imperfect,3,plural,n/a
atrever,1,verb,main,indicative,imperfect,3,plural,n/a
citar,1,verb,main,indicative,imperfect,3,plural,n/a
coger,1,verb,main,indicative,imperfect,3,plural,n/a
comer,2,verb,main,indicative,imperfect,3,plural,n/a
